address,affiliation-name,city,country,dc:identifier,prism:url
Thammasat University Rangsit Campus,Thammasat University,Patum Thani,Thailand,AFFILIATION_ID:60012521,https://api.elsevier.com/content/affiliation/affiliation_id/60012521
Fulham Palace Rd,Charing Cross Hospital,London,United Kingdom,AFFILIATION_ID:60012558,https://api.elsevier.com/content/affiliation/affiliation_id/60012558
Nunn Drive,Northern Kentucky University,Highland Heights,United States,AFFILIATION_ID:60012560,https://api.elsevier.com/content/affiliation/affiliation_id/60012560
Tandogan,Ankara Üniversitesi,Ankara,Turkey,AFFILIATION_ID:60012603,https://api.elsevier.com/content/affiliation/affiliation_id/60012603
Ramistrasse 71,University of Zurich,Zurich,Switzerland,AFFILIATION_ID:60012614,https://api.elsevier.com/content/affiliation/affiliation_id/60012614
,Xishuangbanna Tropical Botanical Garden Chinese Academy of Sciences,Mengla,China,AFFILIATION_ID:60012627,https://api.elsevier.com/content/affiliation/affiliation_id/60012627
Via Ostiense 161,Università degli Studi Roma Tre,Rome,Italy,AFFILIATION_ID:60012630,https://api.elsevier.com/content/affiliation/affiliation_id/60012630
10240 Kingsway Avenue,Royal Alexandra Hospital,Edmonton,Canada,AFFILIATION_ID:60012661,https://api.elsevier.com/content/affiliation/affiliation_id/60012661
123 Old Brompton Road,UCL Institute of Child Health,London,United Kingdom,AFFILIATION_ID:60012662,https://api.elsevier.com/content/affiliation/affiliation_id/60012662
Ángel Flores y Riva Palacio,Universidad Autónoma de Sinaloa,Culiacan,Mexico,AFFILIATION_ID:60012676,https://api.elsevier.com/content/affiliation/affiliation_id/60012676
Sanderring 2,Julius-Maximilians-Universität Würzburg,Wurzburg,Germany,AFFILIATION_ID:60012689,https://api.elsevier.com/content/affiliation/affiliation_id/60012689
"1370 Sangyeok-dong, Buk-gu",Kyungpook National University,Daegu,South Korea,AFFILIATION_ID:60012704,https://api.elsevier.com/content/affiliation/affiliation_id/60012704
"450 Serra Mall, Stanford",Stanford University,Palo Alto,United States,AFFILIATION_ID:60012708,https://api.elsevier.com/content/affiliation/affiliation_id/60012708
999 Phuttamonthon 4 Road,Mahidol University,Nakhon Pathom,Thailand,AFFILIATION_ID:60012718,https://api.elsevier.com/content/affiliation/affiliation_id/60012718
,Kementerian Kesihatan Malaysia,Putrajaya,Malaysia,AFFILIATION_ID:60012747,https://api.elsevier.com/content/affiliation/affiliation_id/60012747
"935 Ramsey Lake Road,",Laurentian University,"Sudbury ON,",Canada,AFFILIATION_ID:60012762,https://api.elsevier.com/content/affiliation/affiliation_id/60012762
"2400 Sixth Street, NW",Howard University,"Washington, D.C.",United States,AFFILIATION_ID:60012771,https://api.elsevier.com/content/affiliation/affiliation_id/60012771
Carl-Diem-Weg 6,Deutsche Sporthochschule Köln,Koln,Germany,AFFILIATION_ID:60012797,https://api.elsevier.com/content/affiliation/affiliation_id/60012797
1440 Clifton Road,Emory Healthcare,Atlanta,United States,AFFILIATION_ID:60012837,https://api.elsevier.com/content/affiliation/affiliation_id/60012837
Auf dem Campus 1,Europa-Universität Flensburg,Flensburg,Germany,AFFILIATION_ID:60012862,https://api.elsevier.com/content/affiliation/affiliation_id/60012862
Ctra Porta Coeli,Hospital Dr. Moliner,Valencia,Spain,AFFILIATION_ID:60012885,https://api.elsevier.com/content/affiliation/affiliation_id/60012885
"Avenue Hippocrate, 10",Cliniques Universitaires Saint-Luc,Brussels,Belgium,AFFILIATION_ID:60012936,https://api.elsevier.com/content/affiliation/affiliation_id/60012936
PO Box 8000,Oulun Yliopisto,Oulu,Finland,AFFILIATION_ID:60012954,https://api.elsevier.com/content/affiliation/affiliation_id/60012954
655 W. Baltimore Street,University of Maryland School of Medicine,Baltimore,United States,AFFILIATION_ID:60012957,https://api.elsevier.com/content/affiliation/affiliation_id/60012957
3333 University Way,University of British Columbia Okanagan,Kelowna,Canada,AFFILIATION_ID:60012967,https://api.elsevier.com/content/affiliation/affiliation_id/60012967
One Gustave L. Levy Place,Icahn School of Medicine at Mount Sinai,New York,United States,AFFILIATION_ID:60012981,https://api.elsevier.com/content/affiliation/affiliation_id/60012981
,Hospital de Clínicas Caracas,Caracas,Venezuela,AFFILIATION_ID:60013003,https://api.elsevier.com/content/affiliation/affiliation_id/60013003
2 Simei Street 3,Changi General Hospital,Singapore City,Singapore,AFFILIATION_ID:60013022,https://api.elsevier.com/content/affiliation/affiliation_id/60013022
Boulevard Bahía,Universidad de Quintana Roo,Chetumal,Mexico,AFFILIATION_ID:60013079,https://api.elsevier.com/content/affiliation/affiliation_id/60013079
,Ankara Oncology Education and Research Hospital,Ankara,Turkey,AFFILIATION_ID:60013116,https://api.elsevier.com/content/affiliation/affiliation_id/60013116
GPO Box 397,South Australian Research and Development Institute,Adelaide,Australia,AFFILIATION_ID:60013121,https://api.elsevier.com/content/affiliation/affiliation_id/60013121
Høgskoleringen 1,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,AFFILIATION_ID:60013141,https://api.elsevier.com/content/affiliation/affiliation_id/60013141
Strada Emil Isac 13,Universitatea de Medicina si Farmacie Iuliu Hatieganu din Cluj-Napoca,Cluj Napoca,,AFFILIATION_ID:60013180,https://api.elsevier.com/content/affiliation/affiliation_id/60013180
P. O. BOX 2454,King Saud University,Riyadh,Saudi Arabia,AFFILIATION_ID:60013183,https://api.elsevier.com/content/affiliation/affiliation_id/60013183
420 Delaware Street SE,University of Minnesota School of Public Health,Minneapolis,United States,AFFILIATION_ID:60013223,https://api.elsevier.com/content/affiliation/affiliation_id/60013223
"Arthur J. Rubloff Building, 420 E. Superior St.",Northwestern University Feinberg School of Medicine,Chicago,United States,AFFILIATION_ID:60013227,https://api.elsevier.com/content/affiliation/affiliation_id/60013227
79 West Yingze Street,Taiyuan University of Technology,Taiyuan,China,AFFILIATION_ID:60013268,https://api.elsevier.com/content/affiliation/affiliation_id/60013268
Meiring Naude Road,The Council for Scientific and Industrial Research,Pretoria,South Africa,AFFILIATION_ID:60013272,https://api.elsevier.com/content/affiliation/affiliation_id/60013272
"5000, Bélanger street",Institut de Cardiologie de Montreal,Montreal,Canada,AFFILIATION_ID:60013278,https://api.elsevier.com/content/affiliation/affiliation_id/60013278
,Blood Systems Research Institute,San Francisco,United States,AFFILIATION_ID:60013305,https://api.elsevier.com/content/affiliation/affiliation_id/60013305
No 201 Section 2 Shih-Pai Road,Veterans General Hospital-Taipei,Taipei,Taiwan,AFFILIATION_ID:60013314,https://api.elsevier.com/content/affiliation/affiliation_id/60013314
Jugoslavskych partyzanu 1580/3,Ceské vysoké ucení technické v Praze,Prague,Czech Republic,AFFILIATION_ID:60013323,https://api.elsevier.com/content/affiliation/affiliation_id/60013323
Ringacker,European Graduate School,Leuk,Switzerland,AFFILIATION_ID:60013343,https://api.elsevier.com/content/affiliation/affiliation_id/60013343
"31 Center Drive, MSC 2152",National Human Genome Research Institute,Bethesda,United States,AFFILIATION_ID:60013369,https://api.elsevier.com/content/affiliation/affiliation_id/60013369
110 Inner Campus Drive,The University of Texas at Austin,Austin,United States,AFFILIATION_ID:60013372,https://api.elsevier.com/content/affiliation/affiliation_id/60013372
Rue des Apothicaires,CRLC Centre Val d'Aurelle - Paul Lamarque,Montpellier,France,AFFILIATION_ID:60013385,https://api.elsevier.com/content/affiliation/affiliation_id/60013385
,Oregon State University,Corvallis,United States,AFFILIATION_ID:60013402,https://api.elsevier.com/content/affiliation/affiliation_id/60013402
9609 Medical Center Drive,National Cancer Institute,Bethesda,United States,AFFILIATION_ID:60013409,https://api.elsevier.com/content/affiliation/affiliation_id/60013409
"78, rue du Général Leclerc",Hopital de Bicetre,Le Kremlin-Bicetre,France,AFFILIATION_ID:60013430,https://api.elsevier.com/content/affiliation/affiliation_id/60013430
Terminal de Cruzeiros de Leixões. Av. General Norton de Matos s/n,"University of Porto, Interdisciplinary Centre of Marine and Environmental Research",Matosinhos,Portugal,AFFILIATION_ID:60013435,https://api.elsevier.com/content/affiliation/affiliation_id/60013435
Rajendranagar,Acharya N G Ranga Agricultural University,Hyderabad,India,AFFILIATION_ID:60013470,https://api.elsevier.com/content/affiliation/affiliation_id/60013470
"No.10, Huixin Dongjie, Chaoyang District",University of International Business and Economics,Beijing,China,AFFILIATION_ID:60013503,https://api.elsevier.com/content/affiliation/affiliation_id/60013503
Kruislaan 318,Swammerdam Institute for Life Sciences,Amsterdam,Netherlands,AFFILIATION_ID:60013511,https://api.elsevier.com/content/affiliation/affiliation_id/60013511
No 800 Xiangyin Road,Changzheng Hospital,Shanghai,China,AFFILIATION_ID:60013516,https://api.elsevier.com/content/affiliation/affiliation_id/60013516
Rolleston Avenue,Canterbury Museum,Christchurch,New Zealand,AFFILIATION_ID:60013594,https://api.elsevier.com/content/affiliation/affiliation_id/60013594
84 West Ren Min Road,Kunming Medical University,Kunming,China,AFFILIATION_ID:60013602,https://api.elsevier.com/content/affiliation/affiliation_id/60013602
"Eszterhazy ter 1, Eger",Eszterhazy Karoly University,Heves County,Hungary,AFFILIATION_ID:60013608,https://api.elsevier.com/content/affiliation/affiliation_id/60013608
266 Woods Hole Road,Woods Hole Oceanographic Institution,Woods Hole,United States,AFFILIATION_ID:60013609,https://api.elsevier.com/content/affiliation/affiliation_id/60013609
101 Efferson Hall,LSU Agricultural Center,Baton Rouge,United States,AFFILIATION_ID:60013610,https://api.elsevier.com/content/affiliation/affiliation_id/60013610
2-5-1 Akebono-cho,Kochi University,Kochi,Japan,AFFILIATION_ID:60013623,https://api.elsevier.com/content/affiliation/affiliation_id/60013623
6000 J Street,"California State University, Sacramento",Sacramento,United States,AFFILIATION_ID:60013649,https://api.elsevier.com/content/affiliation/affiliation_id/60013649
Lembah Pantai,University of Malaya Medical Centre,Kuala Lumpur,Malaysia,AFFILIATION_ID:60013665,https://api.elsevier.com/content/affiliation/affiliation_id/60013665
"1 Gwanak-ro, Gwanak-gu",Seoul National University,Seoul,South Korea,AFFILIATION_ID:60013682,https://api.elsevier.com/content/affiliation/affiliation_id/60013682
"26, rue Dr Arnold-Netter",Hôpital Armand-Trousseau,Paris,France,AFFILIATION_ID:60013700,https://api.elsevier.com/content/affiliation/affiliation_id/60013700
Wilrijkstraat 10,Universitair Ziekenhuis Antwerpen,Edegem,Belgium,AFFILIATION_ID:60013703,https://api.elsevier.com/content/affiliation/affiliation_id/60013703
Rua Augusto Viana SN - Palacio da Reitoria,Universidade Federal da Bahia,Salvador,Brazil,AFFILIATION_ID:60013710,https://api.elsevier.com/content/affiliation/affiliation_id/60013710
23 avenue Albert Einstein,Université de La Rochelle,La Rochelle,France,AFFILIATION_ID:60013717,https://api.elsevier.com/content/affiliation/affiliation_id/60013717
"3-3-138 Sugimoto,Sumiyoshi-ku",Osaka City University,Osaka,Japan,AFFILIATION_ID:60013722,https://api.elsevier.com/content/affiliation/affiliation_id/60013722
Krakowskie Przedmiescie 26/28,University of Warsaw,Warsaw,Poland,AFFILIATION_ID:60013756,https://api.elsevier.com/content/affiliation/affiliation_id/60013756
De Boelelaan 1118,"VU University Medical Center, Alzheimer Centre",Amsterdam,Netherlands,AFFILIATION_ID:60013779,https://api.elsevier.com/content/affiliation/affiliation_id/60013779
,University of Hawaii at Manoa,Honolulu,United States,AFFILIATION_ID:60013791,https://api.elsevier.com/content/affiliation/affiliation_id/60013791
Wanshou Shan,Chinese Academy of Forestry,Beijing,China,AFFILIATION_ID:60013805,https://api.elsevier.com/content/affiliation/affiliation_id/60013805
2-2 Yamadaoka,Osaka University Faculty of Medicine,Suita,Japan,AFFILIATION_ID:60013829,https://api.elsevier.com/content/affiliation/affiliation_id/60013829
Teknikokullar,Gazi Üniversitesi,Ankara,Turkey,AFFILIATION_ID:60013849,https://api.elsevier.com/content/affiliation/affiliation_id/60013849
,Maharaj Nakorn Chiang Mai Hospital,Chaing Mai,Thailand,AFFILIATION_ID:60013855,https://api.elsevier.com/content/affiliation/affiliation_id/60013855
225 Franklin Street,University of Massachusetts System,Boston,United States,AFFILIATION_ID:60013894,https://api.elsevier.com/content/affiliation/affiliation_id/60013894
601 East Rollins Street,Florida Hospital,Orlando,United States,AFFILIATION_ID:60013913,https://api.elsevier.com/content/affiliation/affiliation_id/60013913
Avenida Peter Henry Rolfs SN,Universidade Federal de Vicosa,Vicosa,Brazil,AFFILIATION_ID:60013918,https://api.elsevier.com/content/affiliation/affiliation_id/60013918
"South Block, Sydney Eye Hospital, 8 Macquarie Street",Save Sight Institute,Sydney,Australia,AFFILIATION_ID:60013933,https://api.elsevier.com/content/affiliation/affiliation_id/60013933
701 Seaway Drive,Smithsonian Marine Station,Fort Pierce,United States,AFFILIATION_ID:60013953,https://api.elsevier.com/content/affiliation/affiliation_id/60013953
,University of Florida,Gainesville,United States,AFFILIATION_ID:60013959,https://api.elsevier.com/content/affiliation/affiliation_id/60013959
,Centro de Investigação em Materiais Cerâmicos e Compósitos,Aveiro,Portugal,AFFILIATION_ID:60013980,https://api.elsevier.com/content/affiliation/affiliation_id/60013980
Tat Chee Avenue,City University of Hong Kong,Kowloon,Hong Kong,AFFILIATION_ID:60013983,https://api.elsevier.com/content/affiliation/affiliation_id/60013983
,Pan American Health Organization,"Washington, D.C.",United States,AFFILIATION_ID:60014013,https://api.elsevier.com/content/affiliation/affiliation_id/60014013
1650 Cedar Avenue,"McGill University Health Centre, Montreal General Hospital",Montreal,Canada,AFFILIATION_ID:60014054,https://api.elsevier.com/content/affiliation/affiliation_id/60014054
Universitätsplatz 10,Martin-Universität Halle-Wittenberg,Halle,Germany,AFFILIATION_ID:60014059,https://api.elsevier.com/content/affiliation/affiliation_id/60014059
,Rafsanjan University of Medical Sciences,Rafsanjan,Iran,AFFILIATION_ID:60014065,https://api.elsevier.com/content/affiliation/affiliation_id/60014065
"36 Lushan Road, Yuelu Disctrict",Hunan Normal University,Changsha,China,AFFILIATION_ID:60014070,https://api.elsevier.com/content/affiliation/affiliation_id/60014070
"2-5-21, Higashigaoka","National Hospital Organization, Japan",Tokyo,Japan,AFFILIATION_ID:60014072,https://api.elsevier.com/content/affiliation/affiliation_id/60014072
Getingevagen 4,Skånes universitetssjukhus,Lund,Sweden,AFFILIATION_ID:60014077,https://api.elsevier.com/content/affiliation/affiliation_id/60014077
Seminario 4,Complejo Hospitalario Universitario de Albacete,Albacete,Spain,AFFILIATION_ID:60014078,https://api.elsevier.com/content/affiliation/affiliation_id/60014078
CV Raman Rd,"Indian Institute of Science, Bengaluru",Bengaluru,India,AFFILIATION_ID:60014097,https://api.elsevier.com/content/affiliation/affiliation_id/60014097
,Middlesex University,London,United Kingdom,AFFILIATION_ID:60014105,https://api.elsevier.com/content/affiliation/affiliation_id/60014105
Kedleston Road,University of Derby,Derby,United Kingdom,AFFILIATION_ID:60014145,https://api.elsevier.com/content/affiliation/affiliation_id/60014145
815 North Broadway,Skidmore College,Saratoga Springs,United States,AFFILIATION_ID:60014146,https://api.elsevier.com/content/affiliation/affiliation_id/60014146
Powai,"Indian Institute of Technology, Bombay",Mumbai,India,AFFILIATION_ID:60014153,https://api.elsevier.com/content/affiliation/affiliation_id/60014153
ul. Wieniawskiego 1,Uniwersytet im. Adama Mickiewicza w Poznaniu,Poznan,Poland,AFFILIATION_ID:60014168,https://api.elsevier.com/content/affiliation/affiliation_id/60014168
